Options(Standardize=True, initial_k=1, p_parameter=0.01, h_threshold=1, dm_case=1, s_parameter=0.15, dm_threshold=3, update_s_parameter=True, return_full_dm=False, return_full_history=False, iteration_threshold=1000000.0, kmeans_random_state=None, distance_method=4, kmeans_method=2)
14,30,360,0,0,0,LibrasMovement,4,1.6033852100372314,0.0020570755004882812,0.0005333423614501953,0.0,0.0
14,30,360,1,0,1,LibrasMovement,4,1.340916633605957,0.0005829334259033203,0.002625703811645508,1.0,1.0
14,30,360,2,0,2,LibrasMovement,4,1.2788045406341553,0.0006527900695800781,0.00021839141845703125,0.0,0.0
14,30,360,3,0,3,LibrasMovement,4,1.18534517288208,0.0005605220794677734,0.0004875659942626953,0.0,0.0
14,30,360,4,0,4,LibrasMovement,4,1.1225082874298096,0.00061798095703125,0.0006785392761230469,0.0,0.0
14,30,360,5,0,5,LibrasMovement,4,1.2577693462371826,0.0005435943603515625,0.0011758804321289062,1.0,1.0
14,30,360,6,0,6,LibrasMovement,4,1.34623384475708,0.0005853176116943359,0.0038721561431884766,0.0,0.0
14,30,360,7,0,7,LibrasMovement,4,1.003446340560913,0.0005345344543457031,0.001890420913696289,0.0,1.0
14,30,360,8,0,8,LibrasMovement,4,1.4342198371887207,0.0005702972412109375,0.001977682113647461,0.0,0.0
14,30,360,9,0,9,LibrasMovement,4,1.1882307529449463,0.0005466938018798828,0.0032324790954589844,0.0,0.0
14,30,360,10,0,10,LibrasMovement,4,1.042060136795044,0.0005640983581542969,0.0015370845794677734,0.0,0.0
14,30,360,11,0,11,LibrasMovement,4,1.1609766483306885,0.0005550384521484375,0.0009872913360595703,1.0,1.0
14,30,360,12,0,12,LibrasMovement,4,1.3395545482635498,0.0005457401275634766,0.0005645751953125,0.0,0.0
14,30,360,13,0,13,LibrasMovement,4,1.2212512493133545,0.0005614757537841797,0.0005881786346435547,0.0,0.0
14,30,360,14,0,14,LibrasMovement,4,1.180933952331543,0.0005099773406982422,0.0008170604705810547,0.0,0.0
14,30,360,15,0,15,LibrasMovement,4,1.1538705825805664,0.0005536079406738281,0.00015115737915039062,0.0,0.0
14,30,360,16,0,16,LibrasMovement,4,1.1733002662658691,0.0005540847778320312,0.0006074905395507812,0.0,0.0
14,30,360,17,0,17,LibrasMovement,4,1.2055385112762451,0.0005605220794677734,0.0007994174957275391,0.0,0.0
14,30,360,18,0,18,LibrasMovement,4,0.9564323425292969,0.0005109310150146484,0.00292205810546875,1.0,1.0
14,30,360,19,0,19,LibrasMovement,4,1.2319676876068115,0.00054168701171875,0.0032668113708496094,0.0,0.0
14,30,360,20,0,20,LibrasMovement,4,1.0680124759674072,0.0005481243133544922,0.00026869773864746094,1.0,0.0
14,30,360,21,0,21,LibrasMovement,4,1.263578176498413,0.0005528926849365234,0.003699779510498047,1.0,1.0
14,30,360,22,0,22,LibrasMovement,4,1.2722787857055664,0.0005447864532470703,0.0023050308227539062,0.0,0.0
14,30,360,23,0,23,LibrasMovement,4,1.1567604541778564,0.0005564689636230469,0.0004985332489013672,0.0,0.0
14,30,360,24,0,24,LibrasMovement,4,1.331308126449585,0.0005767345428466797,0.00032711029052734375,0.0,1.0
14,30,360,25,0,25,LibrasMovement,4,1.1304209232330322,0.0005440711975097656,0.0033168792724609375,0.0,0.0
14,30,360,26,0,26,LibrasMovement,4,1.2454960346221924,0.0005755424499511719,0.003457307815551758,0.0,1.0
14,30,360,27,0,27,LibrasMovement,4,1.0966103076934814,0.0005495548248291016,0.002350330352783203,1.0,1.0
14,30,360,28,0,28,LibrasMovement,4,1.2099106311798096,0.0005617141723632812,0.0031485557556152344,0.0,0.0
14,30,360,29,0,29,LibrasMovement,4,1.1151459217071533,0.0005404949188232422,0.003114461898803711,1.0,1.0
14,30,360,30,0,30,LibrasMovement,4,1.1268010139465332,0.0005128383636474609,0.0018644332885742188,0.0,0.0
14,30,360,31,0,31,LibrasMovement,4,1.0777266025543213,0.0005323886871337891,0.002517223358154297,0.0,0.0
14,30,360,32,0,32,LibrasMovement,4,1.2557876110076904,0.0005590915679931641,0.002239704132080078,0.0,0.0
14,30,360,33,0,33,LibrasMovement,4,1.3624982833862305,0.0005495548248291016,0.0021674633026123047,0.0,0.0
14,30,360,34,0,34,LibrasMovement,4,1.3417346477508545,0.0005638599395751953,0.00417637825012207,1.0,1.0
14,30,360,35,0,35,LibrasMovement,4,1.2109689712524414,0.0005650520324707031,0.0023927688598632812,0.0,0.0
14,30,360,36,0,36,LibrasMovement,4,1.4500741958618164,0.0005445480346679688,0.0002722740173339844,0.0,0.0
14,30,360,37,0,37,LibrasMovement,4,1.3211841583251953,0.0005612373352050781,0.0009369850158691406,0.0,0.0
14,30,360,38,0,38,LibrasMovement,4,1.2534351348876953,0.0005502700805664062,0.0005619525909423828,0.0,0.0
14,30,360,39,0,39,LibrasMovement,4,1.3595061302185059,0.0005528926849365234,0.00033020973205566406,0.0,0.0
14,30,360,40,0,40,LibrasMovement,4,1.330484390258789,0.0005834102630615234,0.0006589889526367188,0.0,0.0
14,30,360,41,0,41,LibrasMovement,4,1.2720215320587158,0.0005500316619873047,0.0006690025329589844,0.0,0.0
14,30,360,42,0,42,LibrasMovement,4,1.2967536449432373,0.0005753040313720703,0.0035784244537353516,0.0,0.0
14,30,360,43,0,43,LibrasMovement,4,1.4013280868530273,0.0005466938018798828,0.0012159347534179688,0.0,1.0
14,30,360,44,0,44,LibrasMovement,4,1.1905865669250488,0.0005600452423095703,0.0032858848571777344,0.0,0.0
14,30,360,45,0,45,LibrasMovement,4,1.3090293407440186,0.0005598068237304688,0.002782583236694336,0.0,1.0
14,30,360,46,0,46,LibrasMovement,4,1.3665955066680908,0.0005817413330078125,0.004377126693725586,0.0,0.0
14,30,360,47,0,47,LibrasMovement,4,1.3165321350097656,0.0006833076477050781,0.004247426986694336,1.0,1.0
14,30,360,48,0,48,LibrasMovement,4,1.310774564743042,0.0005843639373779297,0.00027632713317871094,1.0,0.0
14,30,360,49,0,49,LibrasMovement,4,1.2296135425567627,0.0005612373352050781,0.0001499652862548828,0.0,0.0
14,30,360,50,0,50,LibrasMovement,4,1.291663408279419,0.000568389892578125,0.0027904510498046875,1.0,0.0
14,30,360,51,0,51,LibrasMovement,4,1.0991873741149902,0.0005285739898681641,0.0015270709991455078,0.0,0.0
14,30,360,52,0,52,LibrasMovement,4,1.281440019607544,0.0005710124969482422,0.0004951953887939453,0.0,0.0
14,30,360,53,0,53,LibrasMovement,4,1.171372890472412,0.0005350112915039062,0.0020384788513183594,1.0,1.0
14,30,360,54,0,54,LibrasMovement,4,1.2521648406982422,0.0005586147308349609,8.749961853027344e-05,0.0,0.0
14,30,360,55,0,55,LibrasMovement,4,0.9245131015777588,0.0005409717559814453,0.0002694129943847656,0.0,0.0
14,30,360,56,0,56,LibrasMovement,4,1.3855295181274414,0.0005645751953125,0.00037932395935058594,0.0,0.0
14,30,360,57,0,57,LibrasMovement,4,1.2081294059753418,0.0005381107330322266,0.002095937728881836,1.0,1.0
14,30,360,58,0,58,LibrasMovement,4,1.1904637813568115,0.0005500316619873047,0.00033283233642578125,0.0,0.0
14,30,360,59,0,59,LibrasMovement,4,1.2712981700897217,0.00054931640625,0.00036907196044921875,0.0,0.0
14,30,360,60,0,60,LibrasMovement,4,1.1049087047576904,0.0005524158477783203,0.0008258819580078125,0.0,0.0
14,30,360,61,0,61,LibrasMovement,4,1.3914449214935303,0.0005743503570556641,0.0002684593200683594,0.0,0.0
14,30,360,62,0,62,LibrasMovement,4,1.1655683517456055,0.0006535053253173828,0.0005044937133789062,0.0,0.0
14,30,360,63,0,63,LibrasMovement,4,1.0251832008361816,0.0005307197570800781,9.036064147949219e-05,0.0,0.0
14,30,360,64,0,64,LibrasMovement,4,1.2220916748046875,0.0005440711975097656,0.0002894401550292969,0.0,0.0
14,30,360,65,0,65,LibrasMovement,4,1.3766913414001465,0.00057220458984375,0.0005555152893066406,0.0,0.0
14,30,360,66,0,66,LibrasMovement,4,1.375429630279541,0.0005667209625244141,0.0005438327789306641,0.0,0.0
14,30,360,67,0,67,LibrasMovement,4,1.4119257926940918,0.0005676746368408203,0.00043129920959472656,0.0,0.0
14,30,360,68,0,68,LibrasMovement,4,1.1965036392211914,0.0005292892456054688,0.0006589889526367188,0.0,0.0
14,30,360,69,0,69,LibrasMovement,4,1.3527686595916748,0.0005657672882080078,0.0004336833953857422,0.0,0.0
14,30,360,70,0,70,LibrasMovement,4,1.1304681301116943,0.000518798828125,0.0005571842193603516,0.0,0.0
14,30,360,71,0,71,LibrasMovement,4,1.1011412143707275,0.0005462169647216797,0.0002684593200683594,0.0,0.0
14,30,360,72,0,72,LibrasMovement,4,1.359955072402954,0.0005593299865722656,0.0043222904205322266,0.0,0.0
14,30,360,73,0,73,LibrasMovement,4,1.1139583587646484,0.0005490779876708984,0.0002124309539794922,0.0,0.0
14,30,360,74,0,74,LibrasMovement,4,1.1308228969573975,0.0005605220794677734,0.002681255340576172,0.0,0.0
14,30,360,75,0,75,LibrasMovement,4,1.230912208557129,0.0005326271057128906,0.00026226043701171875,0.0,0.0
14,30,360,76,0,76,LibrasMovement,4,1.1443772315979004,0.0005640983581542969,0.0009241104125976562,1.0,1.0
